customer_id,plan_id,start_date
44,3,2020-03-24T00:00:00.000Z
45,0,2020-02-11T00:00:00.000Z
45,1,2020-02-18T00:00:00.000Z
45,2,2020-08-12T00:00:00.000Z
46,0,2020-04-19T00:00:00.000Z
46,1,2020-04-26T00:00:00.000Z
46,2,2020-07-06T00:00:00.000Z
46,3,2020-08-06T00:00:00.000Z
47,0,2020-06-06T00:00:00.000Z
47,1,2020-06-13T00:00:00.000Z
47,3,2020-10-26T00:00:00.000Z
48,0,2020-01-11T00:00:00.000Z
48,1,2020-01-18T00:00:00.000Z
48,4,2020-06-01T00:00:00.000Z
49,0,2020-04-24T00:00:00.000Z
49,2,2020-05-01T00:00:00.000Z
49,3,2020-08-01T00:00:00.000Z
50,0,2020-07-21T00:00:00.000Z
50,2,2020-07-28T00:00:00.000Z
51,0,2020-01-19T00:00:00.000Z
51,1,2020-01-26T00:00:00.000Z
51,3,2020-03-09T00:00:00.000Z
51,4,2021-03-09T00:00:00.000Z
52,0,2020-05-31T00:00:00.000Z
52,1,2020-06-07T00:00:00.000Z
52,4,2020-07-05T00:00:00.000Z
53,0,2020-01-18T00:00:00.000Z
53,1,2020-01-25T00:00:00.000Z
54,0,2020-05-23T00:00:00.000Z
54,2,2020-05-30T00:00:00.000Z
55,0,2020-10-22T00:00:00.000Z
55,1,2020-10-29T00:00:00.000Z
55,3,2021-03-01T00:00:00.000Z
56,0,2020-01-03T00:00:00.000Z
56,3,2020-01-10T00:00:00.000Z
57,0,2020-03-03T00:00:00.000Z
57,2,2020-03-10T00:00:00.000Z
58,0,2020-07-04T00:00:00.000Z
58,1,2020-07-11T00:00:00.000Z
58,3,2020-09-24T00:00:00.000Z
59,0,2020-10-30T00:00:00.000Z
59,1,2020-11-06T00:00:00.000Z
59,4,2021-04-29T00:00:00.000Z
60,0,2020-06-17T00:00:00.000Z
60,1,2020-06-24T00:00:00.000Z
61,0,2020-08-31T00:00:00.000Z
61,1,2020-09-07T00:00:00.000Z
61,3,2021-02-13T00:00:00.000Z
62,0,2020-10-12T00:00:00.000Z
62,1,2020-10-19T00:00:00.000Z
62,2,2021-01-02T00:00:00.000Z
62,4,2021-02-23T00:00:00.000Z
63,0,2020-05-28T00:00:00.000Z
63,1,2020-06-04T00:00:00.000Z
63,4,2020-06-18T00:00:00.000Z
64,0,2020-03-08T00:00:00.000Z
64,1,2020-03-15T00:00:00.000Z
64,2,2020-04-03T00:00:00.000Z
64,4,2020-04-27T00:00:00.000Z
65,0,2020-05-12T00:00:00.000Z
65,1,2020-05-19T00:00:00.000Z
65,2,2020-10-09T00:00:00.000Z
66,0,2020-07-30T00:00:00.000Z
66,1,2020-08-06T00:00:00.000Z
66,3,2020-10-04T00:00:00.000Z
67,0,2020-08-14T00:00:00.000Z
67,2,2020-08-21T00:00:00.000Z
68,0,2020-04-10T00:00:00.000Z
68,3,2020-04-17T00:00:00.000Z
69,0,2020-03-07T00:00:00.000Z
69,1,2020-03-14T00:00:00.000Z
69,2,2020-04-14T00:00:00.000Z
70,0,2020-07-06T00:00:00.000Z
70,1,2020-07-13T00:00:00.000Z
70,2,2021-01-06T00:00:00.000Z
71,0,2020-07-23T00:00:00.000Z
71,2,2020-07-30T00:00:00.000Z
71,4,2020-12-08T00:00:00.000Z
72,0,2020-12-10T00:00:00.000Z
72,2,2020-12-17T00:00:00.000Z
72,4,2021-02-01T00:00:00.000Z
73,0,2020-03-24T00:00:00.000Z
73,1,2020-03-31T00:00:00.000Z
73,2,2020-05-13T00:00:00.000Z
73,3,2020-10-13T00:00:00.000Z
74,0,2020-05-24T00:00:00.000Z
74,1,2020-05-31T00:00:00.000Z
74,3,2020-10-01T00:00:00.000Z
75,0,2020-07-14T00:00:00.000Z
75,1,2020-07-21T00:00:00.000Z
75,2,2020-11-19T00:00:00.000Z
76,0,2020-08-31T00:00:00.000Z
76,3,2020-09-07T00:00:00.000Z
77,0,2020-04-18T00:00:00.000Z
77,2,2020-04-25T00:00:00.000Z
77,3,2020-10-25T00:00:00.000Z
78,0,2020-09-03T00:00:00.000Z
78,2,2020-09-10T00:00:00.000Z
78,4,2021-02-19T00:00:00.000Z
79,0,2020-07-30T00:00:00.000Z
79,2,2020-08-06T00:00:00.000Z
80,0,2020-09-23T00:00:00.000Z
80,2,2020-09-30T00:00:00.000Z
80,4,2021-01-17T00:00:00.000Z
81,0,2020-05-29T00:00:00.000Z
81,2,2020-06-05T00:00:00.000Z
81,4,2020-10-20T00:00:00.000Z
82,0,2020-05-02T00:00:00.000Z
82,1,2020-05-09T00:00:00.000Z
83,0,2020-05-18T00:00:00.000Z
83,1,2020-05-25T00:00:00.000Z
83,2,2020-10-29T00:00:00.000Z
83,3,2021-04-29T00:00:00.000Z
84,0,2020-06-14T00:00:00.000Z
84,1,2020-06-21T00:00:00.000Z
84,4,2020-07-07T00:00:00.000Z
85,0,2020-08-13T00:00:00.000Z
85,1,2020-08-20T00:00:00.000Z
86,0,2020-07-10T00:00:00.000Z
86,3,2020-07-17T00:00:00.000Z
87,0,2020-08-08T00:00:00.000Z
87,2,2020-08-15T00:00:00.000Z
87,3,2020-09-15T00:00:00.000Z
88,0,2020-12-30T00:00:00.000Z
88,2,2021-01-06T00:00:00.000Z
89,0,2020-03-05T00:00:00.000Z
89,2,2020-03-12T00:00:00.000Z
89,4,2020-09-02T00:00:00.000Z
90,0,2020-11-25T00:00:00.000Z
90,1,2020-12-02T00:00:00.000Z
90,2,2021-03-28T00:00:00.000Z
90,3,2021-04-28T00:00:00.000Z
91,0,2020-09-08T00:00:00.000Z
91,2,2020-09-15T00:00:00.000Z
91,4,2021-03-04T00:00:00.000Z
92,0,2020-11-02T00:00:00.000Z
92,1,2020-11-09T00:00:00.000Z
93,0,2020-03-14T00:00:00.000Z
93,2,2020-03-21T00:00:00.000Z
93,4,2020-08-30T00:00:00.000Z
94,0,2020-12-09T00:00:00.000Z
94,2,2020-12-16T00:00:00.000Z
95,0,2020-11-02T00:00:00.000Z
95,1,2020-11-09T00:00:00.000Z
95,2,2021-03-16T00:00:00.000Z
96,0,2020-08-22T00:00:00.000Z
96,1,2020-08-29T00:00:00.000Z
96,3,2021-01-23T00:00:00.000Z
97,0,2020-10-29T00:00:00.000Z
97,1,2020-11-05T00:00:00.000Z
98,0,2020-01-05T00:00:00.000Z
98,1,2020-01-12T00:00:00.000Z
98,2,2020-01-22T00:00:00.000Z
98,4,2020-04-05T00:00:00.000Z
99,0,2020-12-05T00:00:00.000Z
99,4,2020-12-12T00:00:00.000Z
100,0,2020-06-02T00:00:00.000Z
100,1,2020-06-09T00:00:00.000Z
100,2,2020-09-11T00:00:00.000Z
101,0,2020-06-08T00:00:00.000Z
101,1,2020-06-15T00:00:00.000Z
101,3,2020-07-20T00:00:00.000Z
102,0,2020-06-02T00:00:00.000Z
102,1,2020-06-09T00:00:00.000Z
102,2,2020-06-18T00:00:00.000Z
102,4,2020-12-01T00:00:00.000Z
103,0,2020-07-24T00:00:00.000Z
103,2,2020-07-31T00:00:00.000Z
103,4,2020-10-28T00:00:00.000Z
104,0,2020-03-29T00:00:00.000Z
104,2,2020-04-05T00:00:00.000Z
105,0,2020-09-20T00:00:00.000Z
105,1,2020-09-27T00:00:00.000Z
105,3,2020-10-22T00:00:00.000Z
106,0,2020-08-02T00:00:00.000Z
106,3,2020-08-09T00:00:00.000Z
107,0,2020-01-12T00:00:00.000Z
107,1,2020-01-19T00:00:00.000Z
107,2,2020-03-23T00:00:00.000Z
108,0,2020-09-10T00:00:00.000Z
108,4,2020-09-17T00:00:00.000Z
109,0,2020-10-12T00:00:00.000Z
109,1,2020-10-19T00:00:00.000Z
109,2,2021-03-20T00:00:00.000Z
110,0,2020-05-12T00:00:00.000Z
110,2,2020-05-19T00:00:00.000Z
111,0,2020-08-25T00:00:00.000Z
111,3,2020-09-01T00:00:00.000Z
112,0,2020-10-20T00:00:00.000Z
112,2,2020-10-27T00:00:00.000Z
112,4,2021-01-08T00:00:00.000Z
113,0,2020-04-10T00:00:00.000Z
113,1,2020-04-17T00:00:00.000Z
113,2,2020-09-13T00:00:00.000Z
113,4,2020-11-01T00:00:00.000Z
114,0,2020-06-05T00:00:00.000Z
114,1,2020-06-12T00:00:00.000Z
114,3,2020-09-13T00:00:00.000Z
115,0,2020-08-14T00:00:00.000Z
115,3,2020-08-21T00:00:00.000Z
116,0,2020-05-23T00:00:00.000Z
116,1,2020-05-30T00:00:00.000Z
116,4,2020-09-15T00:00:00.000Z
117,0,2020-05-22T00:00:00.000Z
117,1,2020-05-29T00:00:00.000Z
117,3,2020-11-14T00:00:00.000Z
118,0,2020-01-24T00:00:00.000Z
118,1,2020-01-31T00:00:00.000Z
118,4,2020-06-30T00:00:00.000Z
119,0,2020-11-09T00:00:00.000Z
119,1,2020-11-16T00:00:00.000Z
119,3,2021-02-27T00:00:00.000Z
120,0,2020-05-14T00:00:00.000Z
120,2,2020-05-21T00:00:00.000Z
120,3,2020-09-21T00:00:00.000Z
121,0,2020-06-18T00:00:00.000Z
121,1,2020-06-25T00:00:00.000Z
121,3,2020-10-07T00:00:00.000Z
122,0,2020-03-30T00:00:00.000Z
122,4,2020-04-06T00:00:00.000Z
123,0,2020-03-12T00:00:00.000Z
123,1,2020-03-19T00:00:00.000Z
123,4,2020-05-15T00:00:00.000Z
124,0,2020-03-17T00:00:00.000Z
124,1,2020-03-24T00:00:00.000Z
124,3,2020-06-20T00:00:00.000Z
125,0,2020-08-07T00:00:00.000Z
125,1,2020-08-14T00:00:00.000Z
125,4,2020-12-03T00:00:00.000Z
126,0,2020-09-15T00:00:00.000Z
126,1,2020-09-22T00:00:00.000Z
127,0,2020-05-23T00:00:00.000Z
127,2,2020-05-30T00:00:00.000Z
127,4,2020-08-11T00:00:00.000Z
128,0,2020-01-19T00:00:00.000Z
128,4,2020-01-26T00:00:00.000Z
129,0,2020-07-23T00:00:00.000Z
129,1,2020-07-30T00:00:00.000Z
130,0,2020-09-22T00:00:00.000Z
130,2,2020-09-29T00:00:00.000Z
131,0,2020-10-16T00:00:00.000Z
131,3,2020-10-23T00:00:00.000Z
132,0,2020-10-18T00:00:00.000Z
132,1,2020-10-25T00:00:00.000Z
132,4,2021-01-07T00:00:00.000Z
133,0,2020-03-29T00:00:00.000Z
133,1,2020-04-05T00:00:00.000Z
133,3,2020-07-11T00:00:00.000Z
134,0,2020-07-02T00:00:00.000Z
134,2,2020-07-09T00:00:00.000Z
135,0,2020-12-23T00:00:00.000Z
135,4,2020-12-30T00:00:00.000Z
136,0,2020-08-16T00:00:00.000Z
136,4,2020-08-23T00:00:00.000Z
137,0,2020-08-12T00:00:00.000Z
137,2,2020-08-19T00:00:00.000Z
138,0,2020-10-26T00:00:00.000Z
138,1,2020-11-02T00:00:00.000Z
138,2,2020-12-25T00:00:00.000Z
138,3,2021-01-25T00:00:00.000Z
139,0,2020-07-17T00:00:00.000Z
139,2,2020-07-24T00:00:00.000Z
140,0,2020-12-25T00:00:00.000Z
140,1,2021-01-01T00:00:00.000Z
141,0,2020-04-19T00:00:00.000Z
141,1,2020-04-26T00:00:00.000Z
141,3,2020-10-18T00:00:00.000Z
142,0,2020-05-30T00:00:00.000Z
142,2,2020-06-06T00:00:00.000Z
143,0,2020-12-20T00:00:00.000Z
143,1,2020-12-27T00:00:00.000Z
143,4,2021-03-03T00:00:00.000Z
144,0,2020-09-04T00:00:00.000Z
144,1,2020-09-11T00:00:00.000Z
144,2,2021-02-09T00:00:00.000Z
145,0,2020-01-17T00:00:00.000Z
145,2,2020-01-24T00:00:00.000Z
146,0,2020-07-05T00:00:00.000Z
146,1,2020-07-12T00:00:00.000Z
146,2,2020-10-28T00:00:00.000Z
146,4,2020-12-18T00:00:00.000Z
147,0,2020-12-18T00:00:00.000Z
147,2,2020-12-25T00:00:00.000Z
148,0,2020-03-12T00:00:00.000Z
148,2,2020-03-19T00:00:00.000Z
149,0,2020-12-19T00:00:00.000Z
149,1,2020-12-26T00:00:00.000Z
150,0,2020-02-05T00:00:00.000Z
150,2,2020-02-12T00:00:00.000Z
151,0,2020-09-07T00:00:00.000Z
151,1,2020-09-14T00:00:00.000Z
151,2,2020-09-17T00:00:00.000Z
152,0,2020-10-14T00:00:00.000Z
152,1,2020-10-21T00:00:00.000Z
152,2,2021-03-08T00:00:00.000Z
153,0,2020-11-28T00:00:00.000Z
153,2,2020-12-05T00:00:00.000Z
154,0,2020-03-18T00:00:00.000Z
154,1,2020-03-25T00:00:00.000Z
154,2,2020-05-01T00:00:00.000Z
155,0,2020-09-13T00:00:00.000Z
155,4,2020-09-20T00:00:00.000Z
156,0,2020-01-19T00:00:00.000Z
156,4,2020-01-26T00:00:00.000Z
157,0,2020-04-23T00:00:00.000Z
157,1,2020-04-30T00:00:00.000Z
157,3,2020-05-11T00:00:00.000Z
158,0,2020-03-02T00:00:00.000Z
158,1,2020-03-09T00:00:00.000Z
158,2,2020-05-09T00:00:00.000Z
159,0,2020-09-09T00:00:00.000Z
159,2,2020-09-16T00:00:00.000Z
160,0,2020-11-16T00:00:00.000Z
160,1,2020-11-23T00:00:00.000Z
161,0,2020-12-17T00:00:00.000Z
161,4,2020-12-24T00:00:00.000Z
162,0,2020-02-23T00:00:00.000Z
162,4,2020-03-01T00:00:00.000Z
163,0,2020-12-23T00:00:00.000Z
163,2,2020-12-30T00:00:00.000Z
164,0,2020-11-27T00:00:00.000Z
164,2,2020-12-04T00:00:00.000Z
164,4,2020-12-24T00:00:00.000Z
165,0,2020-10-05T00:00:00.000Z
165,1,2020-10-12T00:00:00.000Z
165,3,2020-11-08T00:00:00.000Z
166,0,2020-07-03T00:00:00.000Z
166,1,2020-07-10T00:00:00.000Z
166,4,2020-09-22T00:00:00.000Z
167,0,2020-05-07T00:00:00.000Z
167,2,2020-05-14T00:00:00.000Z
168,0,2020-03-07T00:00:00.000Z
168,2,2020-03-14T00:00:00.000Z
169,0,2020-04-07T00:00:00.000Z
169,4,2020-04-14T00:00:00.000Z
170,0,2020-04-18T00:00:00.000Z
170,1,2020-04-25T00:00:00.000Z
170,2,2020-08-28T00:00:00.000Z
170,3,2020-12-28T00:00:00.000Z
171,0,2020-11-28T00:00:00.000Z
171,2,2020-12-05T00:00:00.000Z
172,0,2020-12-05T00:00:00.000Z
172,1,2020-12-12T00:00:00.000Z
172,4,2021-02-15T00:00:00.000Z
173,0,2020-06-24T00:00:00.000Z
173,2,2020-07-01T00:00:00.000Z
174,0,2020-02-01T00:00:00.000Z
174,1,2020-02-08T00:00:00.000Z
174,3,2020-07-10T00:00:00.000Z
175,0,2020-08-15T00:00:00.000Z
175,2,2020-08-22T00:00:00.000Z
175,4,2020-11-23T00:00:00.000Z
176,0,2020-09-13T00:00:00.000Z
176,1,2020-09-20T00:00:00.000Z
177,0,2020-05-01T00:00:00.000Z
177,2,2020-05-08T00:00:00.000Z
177,4,2020-09-09T00:00:00.000Z
178,0,2020-02-22T00:00:00.000Z
178,4,2020-02-29T00:00:00.000Z
179,0,2020-06-13T00:00:00.000Z
179,2,2020-06-20T00:00:00.000Z
179,4,2020-09-25T00:00:00.000Z
180,0,2020-10-31T00:00:00.000Z
180,1,2020-11-07T00:00:00.000Z
180,2,2021-01-17T00:00:00.000Z
181,0,2020-02-11T00:00:00.000Z
181,2,2020-02-18T00:00:00.000Z
182,0,2020-09-26T00:00:00.000Z
182,1,2020-10-03T00:00:00.000Z
182,4,2021-02-25T00:00:00.000Z
183,0,2020-09-25T00:00:00.000Z
183,2,2020-10-02T00:00:00.000Z
184,0,2020-02-16T00:00:00.000Z
184,1,2020-02-23T00:00:00.000Z
185,0,2020-12-03T00:00:00.000Z
185,2,2020-12-10T00:00:00.000Z
186,0,2020-09-30T00:00:00.000Z
186,2,2020-10-07T00:00:00.000Z
186,4,2021-02-05T00:00:00.000Z
187,0,2020-09-19T00:00:00.000Z
187,3,2020-09-26T00:00:00.000Z
188,0,2020-02-22T00:00:00.000Z
188,1,2020-02-29T00:00:00.000Z
189,0,2020-12-09T00:00:00.000Z
189,2,2020-12-16T00:00:00.000Z
190,0,2020-04-20T00:00:00.000Z
190,1,2020-04-27T00:00:00.000Z
190,3,2020-09-04T00:00:00.000Z
191,0,2020-01-02T00:00:00.000Z
191,2,2020-01-09T00:00:00.000Z
192,0,2020-07-29T00:00:00.000Z
192,1,2020-08-05T00:00:00.000Z
193,0,2020-05-19T00:00:00.000Z
193,1,2020-05-26T00:00:00.000Z
193,2,2020-09-21T00:00:00.000Z
193,3,2020-10-21T00:00:00.000Z
194,0,2020-11-20T00:00:00.000Z
194,2,2020-11-27T00:00:00.000Z
194,4,2021-01-13T00:00:00.000Z
195,0,2020-02-08T00:00:00.000Z
195,2,2020-02-15T00:00:00.000Z
195,3,2020-06-15T00:00:00.000Z
196,0,2020-03-09T00:00:00.000Z
196,2,2020-03-16T00:00:00.000Z
197,0,2020-05-17T00:00:00.000Z
197,2,2020-05-24T00:00:00.000Z
197,4,2020-07-01T00:00:00.000Z
198,0,2020-11-11T00:00:00.000Z
198,1,2020-11-18T00:00:00.000Z
198,4,2021-03-16T00:00:00.000Z
199,0,2020-12-09T00:00:00.000Z
199,2,2020-12-16T00:00:00.000Z
200,0,2020-04-05T00:00:00.000Z
200,2,2020-04-12T00:00:00.000Z
201,0,2020-03-07T00:00:00.000Z
201,1,2020-03-14T00:00:00.000Z
202,0,2020-07-01T00:00:00.000Z
202,2,2020-07-08T00:00:00.000Z
203,0,2020-08-24T00:00:00.000Z
203,1,2020-08-31T00:00:00.000Z
203,3,2020-09-19T00:00:00.000Z
204,0,2020-06-10T00:00:00.000Z
204,1,2020-06-17T00:00:00.000Z
204,4,2020-10-05T00:00:00.000Z
205,0,2020-11-02T00:00:00.000Z
205,1,2020-11-09T00:00:00.000Z
205,3,2021-03-13T00:00:00.000Z
206,0,2020-03-17T00:00:00.000Z
206,1,2020-03-24T00:00:00.000Z
206,3,2020-09-02T00:00:00.000Z
207,0,2020-05-20T00:00:00.000Z
207,1,2020-05-27T00:00:00.000Z
208,0,2020-06-12T00:00:00.000Z
208,2,2020-06-19T00:00:00.000Z
208,3,2020-09-19T00:00:00.000Z
209,0,2020-08-13T00:00:00.000Z
209,2,2020-08-20T00:00:00.000Z
210,0,2020-02-09T00:00:00.000Z
210,2,2020-02-16T00:00:00.000Z
210,4,2020-06-21T00:00:00.000Z
211,0,2020-10-10T00:00:00.000Z
211,1,2020-10-17T00:00:00.000Z
211,3,2020-10-18T00:00:00.000Z
212,0,2020-03-02T00:00:00.000Z
212,1,2020-03-09T00:00:00.000Z
213,0,2020-08-07T00:00:00.000Z
213,3,2020-08-14T00:00:00.000Z
214,0,2020-02-03T00:00:00.000Z
214,1,2020-02-10T00:00:00.000Z
214,2,2020-05-07T00:00:00.000Z
214,4,2020-08-21T00:00:00.000Z
215,0,2020-04-16T00:00:00.000Z
215,2,2020-04-23T00:00:00.000Z
215,3,2020-07-23T00:00:00.000Z
216,0,2020-08-26T00:00:00.000Z
216,2,2020-09-02T00:00:00.000Z
217,0,2020-12-06T00:00:00.000Z
217,2,2020-12-13T00:00:00.000Z
218,0,2020-12-02T00:00:00.000Z
218,1,2020-12-09T00:00:00.000Z
218,4,2021-04-24T00:00:00.000Z
219,0,2020-10-22T00:00:00.000Z
219,2,2020-10-29T00:00:00.000Z
219,3,2021-04-29T00:00:00.000Z
220,0,2020-06-08T00:00:00.000Z
220,4,2020-06-15T00:00:00.000Z
221,0,2020-09-27T00:00:00.000Z
221,1,2020-10-04T00:00:00.000Z
221,3,2021-03-29T00:00:00.000Z
222,0,2020-08-29T00:00:00.000Z
222,1,2020-09-05T00:00:00.000Z
222,4,2020-12-25T00:00:00.000Z
223,0,2020-08-01T00:00:00.000Z
223,1,2020-08-08T00:00:00.000Z
223,3,2021-01-31T00:00:00.000Z
224,0,2020-01-26T00:00:00.000Z
224,2,2020-02-02T00:00:00.000Z
224,3,2020-05-02T00:00:00.000Z
225,0,2020-12-27T00:00:00.000Z
225,4,2021-01-03T00:00:00.000Z
226,0,2020-11-01T00:00:00.000Z
226,1,2020-11-08T00:00:00.000Z
226,2,2020-11-24T00:00:00.000Z
227,0,2020-03-02T00:00:00.000Z
227,2,2020-03-09T00:00:00.000Z
227,3,2020-08-09T00:00:00.000Z
228,0,2020-10-02T00:00:00.000Z
228,2,2020-10-09T00:00:00.000Z
228,3,2021-02-09T00:00:00.000Z
229,0,2020-07-24T00:00:00.000Z
229,1,2020-07-31T00:00:00.000Z
229,4,2021-01-24T00:00:00.000Z
230,0,2020-04-08T00:00:00.000Z
230,4,2020-04-15T00:00:00.000Z
231,0,2020-05-13T00:00:00.000Z
231,1,2020-05-20T00:00:00.000Z
231,2,2020-07-09T00:00:00.000Z
232,0,2020-08-26T00:00:00.000Z
232,1,2020-09-02T00:00:00.000Z
232,2,2021-02-03T00:00:00.000Z
233,0,2020-07-31T00:00:00.000Z
233,1,2020-08-07T00:00:00.000Z
233,3,2020-10-29T00:00:00.000Z
234,0,2020-01-19T00:00:00.000Z
234,2,2020-01-26T00:00:00.000Z
235,0,2020-08-20T00:00:00.000Z
235,1,2020-08-27T00:00:00.000Z
235,2,2020-10-17T00:00:00.000Z
236,0,2020-06-22T00:00:00.000Z
236,1,2020-06-29T00:00:00.000Z
237,0,2020-11-07T00:00:00.000Z
237,1,2020-11-14T00:00:00.000Z
237,2,2021-03-24T00:00:00.000Z
238,0,2020-10-27T00:00:00.000Z
238,1,2020-11-03T00:00:00.000Z
238,3,2020-12-23T00:00:00.000Z
239,0,2020-08-15T00:00:00.000Z
239,1,2020-08-22T00:00:00.000Z
239,4,2020-10-20T00:00:00.000Z
240,0,2020-01-14T00:00:00.000Z
240,1,2020-01-21T00:00:00.000Z
240,3,2020-03-03T00:00:00.000Z
240,4,2021-03-03T00:00:00.000Z
241,0,2020-10-03T00:00:00.000Z
241,1,2020-10-10T00:00:00.000Z
241,3,2020-11-11T00:00:00.000Z
242,0,2020-10-19T00:00:00.000Z
242,2,2020-10-26T00:00:00.000Z
243,0,2020-09-04T00:00:00.000Z
243,1,2020-09-11T00:00:00.000Z
244,0,2020-03-04T00:00:00.000Z
244,2,2020-03-11T00:00:00.000Z
245,0,2020-03-28T00:00:00.000Z
245,4,2020-04-04T00:00:00.000Z
246,0,2020-01-27T00:00:00.000Z
246,1,2020-02-03T00:00:00.000Z
247,0,2020-07-07T00:00:00.000Z
247,1,2020-07-14T00:00:00.000Z
247,2,2020-08-20T00:00:00.000Z
248,0,2020-11-09T00:00:00.000Z
248,1,2020-11-16T00:00:00.000Z
249,0,2020-02-18T00:00:00.000Z
249,2,2020-02-25T00:00:00.000Z
250,0,2020-06-15T00:00:00.000Z
250,2,2020-06-22T00:00:00.000Z
250,3,2020-09-22T00:00:00.000Z
251,0,2020-03-09T00:00:00.000Z
251,4,2020-03-16T00:00:00.000Z
252,0,2020-11-08T00:00:00.000Z
252,1,2020-11-15T00:00:00.000Z
252,2,2020-12-23T00:00:00.000Z
253,0,2020-05-15T00:00:00.000Z
253,2,2020-05-22T00:00:00.000Z
